订单编号,顾客ID,商品ID,购买时间,购买数量,商品价格
LFL53122JQ,CUST34405,PROD74157,2024-06-11 06:12:06,1,393.12
4L7YZKXC1F,CUST46443,PROD15192,2024-11-06 08:00:42,3,387.49
33GLS8NUE7,CUST50641,PROD06558,2024-01-17 01:32:40,4,50.12
76SDOKWFOV,CUST47054,PROD44186,2024-01-19 01:22:37,8,542.97
6W7KHGU74G,CUST04143,PROD68714,2024-08-09 21:50:04,5,832.72
IXEQQKKR86,CUST00183,PROD58564,2024-10-27 11:57:55,7,393.14
UJT8B330EY,CUST48290,PROD62657,2024-03-27 05:41:22,4,573.42
VI3WCEUJ7W,CUST31220,PROD24864,2024-02-09 06:12:08,6,36.15
ZBCKU2T258,CUST06557,PROD72940,2024-06-11 19:39:51,9,269.71
NCEB5BMOER,CUST93807,PROD91492,2024-01-18 02:25:26,3,512.28
0NA73LP1IF,CUST27883,PROD97731,2024-10-06 09:40:08,1,256.1
NYLDS0529Y,CUST06433,PROD40369,2023-12-01 15:08:01,3,933.06
YY7OCSEK24,CUST04828,PROD80356,2024-01-20 18:10:27,3,908.84
XDCODAI9RD,CUST33500,PROD96634,2024-10-08 14:40:22,8,474.6
VWKCW7R94W,CUST75092,PROD92407,2024-07-31 09:09:09,7,854.28
JVO3EIDZDN,CUST90236,PROD39770,2024-10-23 16:39:16,8,740.62
F0UVXLX8N8,CUST23542,PROD01555,2024-05-07 19:31:29,1,201.29
TJJWOCDIAO,CUST40612,PROD08047,2023-12-10 15:36:15,1,629.02
S3MUTDKWMH,CUST82927,PROD53464,2024-03-30 21:59:27,9,911.45
FTUSG4P67D,CUST79885,PROD44090,2024-05-03 07:30:23,5,923.07
3IIG5WYJD6,CUST48642,PROD38132,2024-01-17 23:29:58,8,443.54
38XG8JHYUX,CUST07378,PROD05117,2024-09-05 18:23:44,5,17.91
L3YVBL3280,CUST66334,PROD44022,2024-03-11 23:46:21,3,905.56
YNZRXE7CPB,CUST13585,PROD34900,2024-05-31 02:39:41,6,363.34
2DLRWUZNLX,CUST65098,PROD70180,2024-07-05 03:25:09,5,375.39
MKBXFX0GLX,CUST74148,PROD12271,2024-05-14 23:49:59,4,839.93
0HEQ6ENWGK,CUST77079,PROD13236,2023-12-30 20:55:42,8,404.09
AYJV4X2C3K,CUST29538,PROD40189,2024-05-21 18:37:54,1,173.83
26CDL9BJGX,CUST97655,PROD03088,2024-10-29 21:13:00,8,562.74
FYE40HL311,CUST46999,PROD55996,2024-11-01 08:19:39,7,808.75
SZLL3Y3507,CUST56608,PROD56664,2024-05-18 12:28:41,2,878.77
UBQD12ZQZL,CUST11576,PROD06532,2024-08-04 09:22:15,7,79.83
6U94MUE7WR,CUST08667,PROD56484,2024-03-30 05:23:34,10,910.74
AYT5CAMYGZ,CUST77825,PROD47051,2023-12-18 01:13:22,9,525.0
8765FL5K5Q,CUST19462,PROD70166,2024-07-25 21:35:17,7,685.39
IQKN8CFUCF,CUST95079,PROD56763,2024-02-18 17:39:09,6,813.25
OOO3ODXFBO,CUST95499,PROD00195,2024-01-12 18:29:55,1,493.97
RPWYJFGX7S,CUST88773,PROD06627,2024-04-21 07:20:03,4,658.77
BNRDPWSWEH,CUST51675,PROD24712,2024-07-03 08:49:57,5,747.05
54FJCW72BC,CUST67657,PROD88194,2024-09-22 07:56:02,3,563.77
9EL9LXGJZU,CUST05638,PROD17630,2024-07-26 17:34:39,3,661.32
DV4BE1XXX9,CUST77392,PROD48883,2024-08-22 11:16:12,5,389.5
7NN25V79I3,CUST86586,PROD74983,2024-08-07 06:43:21,1,828.98
C4BC4QCBLZ,CUST85841,PROD22820,2024-01-24 19:36:46,2,463.14
U15EG2FGFO,CUST43251,PROD79656,2023-11-19 10:20:12,3,874.02
DTM19U90UF,CUST51884,PROD33430,2024-04-30 05:56:37,3,290.99
ZZ2JV33GUT,CUST80409,PROD62131,2024-02-17 13:40:24,8,280.56
KAY7VQ9FEQ,CUST36154,PROD67186,2023-11-26 10:07:53,5,873.86
58WI667FY0,CUST48069,PROD35533,2024-06-16 15:59:50,4,434.33
8ICGI8GO6T,CUST82636,PROD73500,2024-10-23 22:17:05,8,313.58
TTIQSGDAIL,CUST95495,PROD00356,2024-11-15 14:55:35,5,721.11
Z0WYIX9ZKX,CUST61550,PROD38937,2024-07-11 21:03:04,10,67.94
O3ARHXD01S,CUST35741,PROD55020,2024-08-27 16:41:08,9,214.06
DO81BUXGLN,CUST72184,PROD26585,2024-06-28 04:18:36,2,864.86
V8WNQMG6YA,CUST51448,PROD31312,2024-04-22 15:11:58,3,363.69
P3GBVTS2JH,CUST80559,PROD25362,2024-03-29 00:04:30,5,251.47
Y6ZIFP5VDE,CUST06103,PROD80549,2024-01-02 04:26:32,10,422.13
ZSFTZNWG7U,CUST54351,PROD15824,2024-09-04 06:27:42,6,776.39
7CPGRC6G3H,CUST75826,PROD23741,2024-03-11 07:47:12,10,702.63
6UM0KBKYIJ,CUST29166,PROD61132,2024-09-16 12:51:07,8,105.83
43ZOYNIQV6,CUST85483,PROD08012,2024-01-18 14:09:47,7,868.17
RZZJN73EDC,CUST83315,PROD79179,2024-11-09 00:09:53,3,450.11
FGRG8PZH3W,CUST92207,PROD00700,2024-09-27 14:11:28,1,711.17
Q4U43TRIYA,CUST60470,PROD86934,2024-11-07 17:36:09,7,223.69
4OKGJZSL3V,CUST60312,PROD42701,2024-01-24 19:01:39,9,760.8
NYUFKI3S5E,CUST36944,PROD35376,2024-03-30 17:29:05,1,764.35
KN2HR4N8IE,CUST78150,PROD43287,2024-05-29 09:48:47,4,770.33
GD8HAAC3WQ,CUST82488,PROD63934,2024-08-16 06:40:44,6,214.22
3MBQC95C1T,CUST78893,PROD34188,2024-05-16 01:21:51,5,807.12
PAYZ3SP5G3,CUST67502,PROD55975,2023-12-02 03:36:08,5,319.95
FKEKQIK4UL,CUST75999,PROD79588,2024-10-18 16:27:50,9,723.78
GL66R836DI,CUST02843,PROD92480,2024-05-08 16:28:45,8,685.96
9QJJMT0AJ1,CUST72398,PROD21609,2024-03-26 09:44:54,9,750.12
P3URSHJYLG,CUST22368,PROD74439,2024-04-13 16:14:27,2,493.78
0O5K2BRUZY,CUST85487,PROD81235,2024-03-09 17:45:44,1,960.21
SYZ5Q120FF,CUST79215,PROD90579,2024-04-24 22:35:55,8,763.02
SXJRRPW088,CUST15245,PROD32040,2024-02-12 12:57:23,4,522.65
9DMUIRGHU8,CUST62476,PROD64014,2024-02-25 09:49:40,6,772.99
IVYAE9TD1E,CUST57672,PROD59555,2024-01-05 11:31:05,2,928.48
RJG87NR3YR,CUST98460,PROD26799,2024-10-31 13:42:32,8,511.04
E632910NFX,CUST52440,PROD49942,2024-01-20 09:20:10,3,655.39
UKQF2AACPP,CUST76203,PROD85795,2024-04-24 09:42:11,1,172.6
TGEL2SZVHC,CUST75751,PROD12943,2024-04-08 11:12:57,6,208.13
32NXFQUX8E,CUST87404,PROD24729,2024-04-24 11:59:28,2,660.9
ZU1I9P3D0I,CUST17001,PROD25731,2024-09-18 06:58:39,7,367.3
6W083XH74L,CUST37696,PROD64685,2024-06-01 10:33:54,2,187.98
ZA1VL2IOXG,CUST67244,PROD97460,2024-05-17 12:41:55,5,650.11
RA4OP50NXN,CUST34523,PROD68467,2024-08-03 08:45:00,2,696.23
I8XNQWONYR,CUST41974,PROD19278,2024-11-12 17:19:11,7,400.17
O96UZFLCC4,CUST51521,PROD16930,2024-01-31 19:12:56,10,905.42
JMUB04LZ24,CUST91349,PROD37451,2024-10-18 01:50:11,7,623.81
Q25493F9VO,CUST20909,PROD20311,2023-12-24 12:07:57,7,822.52
Y1XVOP7MFJ,CUST24345,PROD48780,2024-06-15 23:49:22,4,182.35
VUQ0KRMYCF,CUST80078,PROD17368,2024-06-01 12:37:19,3,80.49
5SG5WLO608,CUST63433,PROD50200,2023-12-11 14:20:55,2,686.41
0R86H1V6YW,CUST53053,PROD54944,2024-04-01 01:28:38,5,214.19
S3JXMYXW15,CUST13792,PROD09098,2024-02-07 12:21:56,7,667.98
D8D3MY3Q0L,CUST96337,PROD77885,2024-11-14 05:17:37,4,792.02
S9OASSFIWZ,CUST28671,PROD75764,2024-04-19 05:03:00,2,15.66
LYMY8ZWBQ2,CUST55794,PROD20631,2024-09-06 20:18:51,1,988.68
POBAFOI666,CUST54794,PROD85341,2024-07-01 12:22:25,9,779.45
4MUDTS7UGV,CUST80858,PROD77177,2024-06-15 01:14:43,5,50.91
EYFWU854SP,CUST43288,PROD07819,2024-01-18 07:01:21,6,847.16
3HE2I6LDDK,CUST27125,PROD68317,2024-04-04 02:04:51,8,312.92
58F1IC432Q,CUST43863,PROD42930,2024-03-23 05:48:57,10,718.84
AT205AQ39M,CUST80524,PROD81685,2024-02-11 11:14:38,1,39.71
6SGHCX91SH,CUST40112,PROD13677,2024-08-08 10:59:11,10,753.7
YLVBSXR2SK,CUST00787,PROD31127,2024-08-08 12:40:48,9,958.72
COXVME6TLU,CUST28014,PROD94873,2024-03-02 23:42:10,7,977.12
D0E3N5IZGK,CUST56654,PROD20280,2024-09-16 20:24:26,3,929.25
RZNBOA6UGU,CUST18247,PROD34921,2024-03-19 22:07:59,5,37.97
N85QPQI1LU,CUST57449,PROD16477,2024-10-10 04:37:11,7,471.41
2A2K4LURZU,CUST52075,PROD56327,2024-02-03 23:10:59,4,375.37
H6QK4Z4SCA,CUST93221,PROD76078,2023-12-20 01:09:54,2,852.97
A63U61FRQ7,CUST68020,PROD24062,2024-07-19 02:51:01,7,638.63
2JVL2FP4NK,CUST50959,PROD33755,2024-09-29 14:21:50,7,487.87
WUC8M3SQJ9,CUST96309,PROD92556,2024-07-01 05:38:45,8,404.0
4VLY5QRFO8,CUST47649,PROD20111,2024-04-30 18:16:59,5,963.97
52YKK7ZIGJ,CUST61790,PROD52491,2024-06-09 10:44:09,1,925.15
0UG3AHBGEF,CUST13262,PROD45880,2023-11-20 04:24:26,10,764.4
9NWFHVRCRI,CUST18588,PROD18455,2024-04-13 12:30:22,6,877.53
RLKV66N9OD,CUST49140,PROD48204,2024-03-07 01:10:02,6,438.8
6N5MU3V7HR,CUST39381,PROD57397,2024-06-20 12:15:39,4,328.04
8I00QM7MI4,CUST60871,PROD51318,2024-05-15 20:36:53,3,932.95
WQD8RJRN16,CUST52891,PROD44498,2024-02-16 17:01:36,8,340.84
LLTFHD5911,CUST29036,PROD84918,2024-09-23 22:31:12,5,80.63
SW52549TEN,CUST53615,PROD79355,2024-02-03 07:33:11,9,39.45
3BBSH7IP7C,CUST15632,PROD01732,2023-11-18 19:26:29,5,535.92
53XPOH4VEI,CUST11627,PROD91203,2023-12-08 02:12:29,2,330.84
WY6BANDQIF,CUST77357,PROD02603,2024-02-16 11:11:02,9,857.8
H4W25QAXRD,CUST51599,PROD65609,2024-05-23 02:26:09,5,976.72
0GG11OKI0C,CUST31995,PROD70491,2024-10-22 15:48:56,6,690.35
CR5JK0UKP5,CUST41612,PROD03721,2024-01-06 17:35:12,9,506.5
UMWWXXA9JG,CUST06164,PROD11523,2024-09-15 14:23:56,2,902.24
GW5W3F0635,CUST86413,PROD96118,2024-05-04 23:31:49,9,382.86
U44FJIYDWE,CUST43008,PROD97404,2024-05-12 22:02:26,5,309.79
IWGPDIZ5JJ,CUST44902,PROD90596,2024-05-28 08:04:17,2,703.42
Z4BXUH1V7B,CUST45500,PROD39866,2024-09-11 00:59:49,5,312.5
AXVKGO6PWO,CUST91586,PROD93751,2024-07-20 18:26:18,8,467.36
867ESTYE5I,CUST54573,PROD22409,2024-08-07 00:40:41,6,489.45
11G1DQGTI5,CUST79012,PROD06049,2024-03-17 23:33:46,8,980.09
2E5GXWZFC6,CUST20359,PROD15166,2024-06-11 18:23:13,1,507.95
TT9564THY8,CUST85130,PROD57202,2024-04-29 14:34:50,6,241.91
IHULHKP5X9,CUST81082,PROD54836,2024-06-08 16:52:09,9,345.49
GPW9YS11IY,CUST79196,PROD96036,2023-12-15 23:29:46,2,955.82
MBEN6TBK1W,CUST00943,PROD77368,2024-11-11 10:54:17,2,898.85
UW2RA7BN3S,CUST78809,PROD47432,2024-10-21 14:37:15,9,925.4
Z8XB6MIHCU,CUST54721,PROD04646,2024-10-06 01:03:16,5,909.76
ZS3M86JGRQ,CUST70175,PROD59375,2023-12-22 19:35:44,4,115.69
S3N5OH8S7S,CUST38615,PROD33128,2024-10-18 15:14:09,3,862.73
FJS9BN9SBW,CUST73950,PROD49701,2024-02-21 20:10:52,7,322.2
1J2533UW7R,CUST25144,PROD46664,2024-07-01 16:48:14,7,397.82
OXJZEP9C6Z,CUST80951,PROD82420,2023-12-31 09:48:08,6,169.67
IN8NFRE60X,CUST68439,PROD90470,2023-12-12 11:22:26,9,368.39
XREBIYGBZ5,CUST14200,PROD23070,2024-10-07 06:06:42,3,153.87
1E7MA50G71,CUST50597,PROD12136,2024-03-14 15:38:02,1,982.5
Z9NO5I2DVN,CUST14413,PROD14888,2024-08-04 04:02:51,6,442.13
TQORC9IDZG,CUST18027,PROD53068,2024-03-12 11:58:02,6,503.7
TMC9CJ8TI5,CUST57717,PROD87328,2024-03-13 11:15:37,9,863.42
0XO54WK3K5,CUST97366,PROD98825,2024-05-07 11:20:47,8,959.94
DKNEK0QNOI,CUST40005,PROD18901,2024-04-14 21:01:06,7,733.72
T7V7LOBDYF,CUST08125,PROD13516,2024-04-05 05:40:28,10,620.57
K1DEJDHVFX,CUST11772,PROD59534,2024-01-03 19:47:11,10,563.88
SH5KJDMD6H,CUST39349,PROD30242,2023-12-28 13:29:27,9,821.16
1T71UTYS98,CUST15535,PROD31037,2024-10-11 16:56:29,8,593.06
ZTF2HOSZRI,CUST79719,PROD43850,2024-04-10 15:15:07,4,284.29
A79C2LFQN4,CUST93207,PROD94217,2024-06-05 23:25:15,6,401.92
6OZVZFRP36,CUST71717,PROD80055,2024-06-27 20:38:22,2,177.33
NYNRWOT0CK,CUST43958,PROD50576,2024-09-24 20:32:49,2,558.54
H99PLFSZ5Y,CUST56611,PROD42108,2024-10-31 01:33:51,8,623.69
24E5MVBYQ2,CUST46955,PROD09034,2024-05-25 23:42:38,1,706.4
YONQ5ACU44,CUST55479,PROD61879,2024-02-07 10:26:39,2,189.97
G8EY2FNBAF,CUST33788,PROD04753,2024-09-25 02:00:56,4,153.6
AVFKLJWPJV,CUST82714,PROD19469,2024-04-02 10:12:46,4,116.15
DVWNQHTXYG,CUST50911,PROD51166,2024-03-27 00:45:58,2,43.82
LGUIIAPWJN,CUST35263,PROD54562,2024-03-20 09:11:54,2,747.39
97OME08EF2,CUST07272,PROD83467,2024-01-07 04:01:54,6,941.34
A2R3S593SC,CUST73691,PROD81232,2024-08-07 01:42:39,10,452.81
SSFQVHBBTN,CUST32653,PROD09299,2024-03-05 13:24:16,3,625.62
M3TUYSO3MS,CUST86744,PROD78799,2024-09-10 13:09:02,5,549.81
7YQ3707BKJ,CUST24220,PROD42894,2024-01-30 15:04:29,7,978.93
3SOHA786GE,CUST01027,PROD61839,2024-04-02 07:43:34,3,156.01
9WOGK1AGC5,CUST42216,PROD25697,2024-02-11 11:01:34,3,167.18
TI7K1GL4ME,CUST81093,PROD15480,2024-05-10 21:07:13,6,308.96
GOF1NSACES,CUST43974,PROD51296,2024-03-05 21:59:23,4,315.43
TOOMZ3Q6FF,CUST50697,PROD26751,2023-12-23 21:05:48,5,555.85
UF0VGNF8QG,CUST63300,PROD08466,2024-02-24 00:01:21,2,280.64
F51G4IMPRI,CUST73635,PROD68160,2024-10-05 21:02:17,8,325.58
YKD9Z1P1SH,CUST62386,PROD43687,2024-01-31 02:55:16,5,863.21
EW4PMSSJY4,CUST80702,PROD32179,2024-08-08 07:19:03,1,530.73
RNJW4NRHEF,CUST68507,PROD81514,2024-07-28 19:17:22,9,470.56
L3D94JZAF9,CUST70474,PROD03340,2024-08-27 08:11:04,1,846.61
O6AV2OKMNA,CUST97556,PROD70078,2024-01-08 01:04:02,8,858.85
EE9HC5WM0Y,CUST76437,PROD60697,2024-10-13 21:51:43,7,474.19
X7P89FLQMJ,CUST69678,PROD22413,2023-12-12 07:24:48,4,109.13
YLMQPODXTQ,CUST21054,PROD98657,2024-11-09 02:44:27,1,378.82
IYKBREDNPV,CUST85473,PROD63591,2024-07-03 02:18:38,4,533.71
O6HLCWXW83,CUST67100,PROD33868,2024-07-17 08:06:19,8,312.01
KR7IOTLDYI,CUST86106,PROD58508,2024-09-26 11:51:44,6,783.16
XBL8V5Y6GL,CUST74857,PROD79073,2024-08-09 12:32:18,7,267.02
DZDZ1C35MT,CUST78087,PROD66882,2024-04-26 11:07:56,10,182.94
ZBCVAF8K4H,CUST34180,PROD71612,2024-01-19 04:50:15,3,170.07
NBJT8EKPTZ,CUST95419,PROD58059,2024-08-23 02:12:46,4,575.67
CBXST0RCJT,CUST42753,PROD89698,2024-09-27 12:41:45,5,702.15
Q1CGA5PQ1J,CUST18325,PROD57926,2023-12-11 13:51:00,1,488.0
ZP1ZEY7XWP,CUST71514,PROD27865,2024-06-22 12:04:32,8,822.9
G4P1TAK9UI,CUST24458,PROD29671,2024-05-08 02:48:42,9,394.02
9RD1QL21T1,CUST31606,PROD71479,2024-10-27 10:46:48,3,991.67
RE9NIP8GIK,CUST43970,PROD66122,2024-03-17 05:42:52,3,719.82
A06OREDWGA,CUST68621,PROD15186,2024-08-14 11:21:07,1,567.38
I928LMF22U,CUST96204,PROD03188,2024-01-08 07:18:48,2,492.72
81TUE94EZ0,CUST70973,PROD80682,2024-08-28 14:00:21,8,460.34
OOW4HTQ036,CUST22689,PROD11673,2024-05-10 19:07:00,7,561.59
1HWWYZJWNY,CUST72366,PROD31725,2024-05-22 07:38:56,6,544.8
F3WQ3ILFHX,CUST44581,PROD51501,2024-08-19 00:45:15,1,893.26
50OAXMNRL4,CUST98057,PROD80363,2024-05-12 16:47:39,1,474.78
9Y568ZWJF4,CUST52709,PROD60789,2024-05-04 21:15:29,4,956.89
299M8S6DTL,CUST96744,PROD49514,2024-02-07 05:11:44,5,724.48
PKTVXN6SVM,CUST41400,PROD83500,2024-09-18 10:31:19,2,25.81
V1YBFUNRBS,CUST69084,PROD91397,2024-08-31 08:01:35,7,470.51
I000KUSRG1,CUST53882,PROD44201,2023-11-17 14:46:27,1,18.65
X6WLX7IKLC,CUST61352,PROD49000,2024-07-15 19:03:14,7,596.01
JIIBQL7NFT,CUST11298,PROD14893,2024-04-29 16:09:15,3,409.53
MR759TYAUN,CUST68279,PROD71704,2023-11-24 09:35:39,5,450.82
47427CH39J,CUST37749,PROD80278,2024-04-27 11:03:36,6,931.4
9WSGF8NBE8,CUST97375,PROD33693,2024-02-24 20:43:56,3,332.29
XOQP5YASJU,CUST52777,PROD49892,2024-06-10 14:58:40,1,87.33
1SI9VNIOH8,CUST77410,PROD27659,2024-02-06 14:38:24,9,265.07
ZQEARJ0N19,CUST57444,PROD15366,2023-12-05 09:47:24,7,154.57
NS00JWJ63P,CUST71078,PROD23208,2024-03-31 16:59:23,3,933.83
RIBFTGM3I2,CUST22517,PROD76039,2024-07-19 10:39:57,1,87.0
OAJHC2AX0C,CUST55300,PROD41193,2024-03-30 08:04:53,9,399.53
1XZVRTLXU9,CUST54608,PROD60068,2024-02-29 09:53:54,7,699.1
QRZQJ7P5NR,CUST77688,PROD39232,2024-10-04 03:10:56,4,856.68
YA4YQNXV8N,CUST22064,PROD07963,2024-10-17 01:37:39,6,522.18
1OEDRA5Q5K,CUST33084,PROD62759,2024-04-26 06:39:54,6,557.82
GK6LWSQ0Y9,CUST78181,PROD80076,2024-03-06 20:51:33,9,100.07
R8WBHK4EOV,CUST88176,PROD20280,2024-03-03 15:26:35,6,469.81
1M0HU6I85M,CUST67485,PROD43317,2024-02-23 11:17:43,8,383.59
D0K3TKTDUX,CUST01935,PROD99209,2024-02-21 03:48:00,5,192.05
ET1BA8926J,CUST67360,PROD26804,2023-12-25 07:19:54,1,196.71
GO2DZ1V8R3,CUST28230,PROD49638,2024-02-16 05:20:51,5,94.33
5XT6UR4Q34,CUST16035,PROD68161,2024-05-23 18:31:28,4,378.72
GYGRFH1YML,CUST83854,PROD94204,2024-03-13 10:15:02,10,612.07
UGPRVVPBWQ,CUST16845,PROD50320,2024-04-18 13:19:23,10,545.12
28XJU9GK0S,CUST63865,PROD75140,2024-04-25 09:41:48,2,797.26
2S7TPD6SIJ,CUST21831,PROD86889,2024-07-12 09:06:56,9,587.53
ILK1VD27EC,CUST74132,PROD48297,2024-03-18 11:43:38,8,291.61
K8O7HW5A06,CUST96903,PROD58482,2023-11-21 04:09:04,8,668.28
9AAHXULARF,CUST76847,PROD75079,2024-01-13 04:20:36,4,921.7
VSUA37YWYJ,CUST28974,PROD76719,2023-12-20 03:51:28,1,502.65
EHRGGMG7US,CUST01875,PROD86106,2024-02-05 22:23:39,2,89.08
BQUZ4ROF8T,CUST89562,PROD71656,2024-02-25 03:01:30,8,24.07
1ZP2PROACY,CUST12994,PROD12379,2024-06-06 12:49:00,4,437.52
A2CA77M4XZ,CUST76242,PROD57785,2024-03-25 21:03:20,7,324.71
CL05TZSG72,CUST50535,PROD93581,2024-01-02 01:35:27,3,782.08
YGTKY0MOX0,CUST36084,PROD58301,2024-06-12 05:27:24,6,457.42
2V8JZK62RM,CUST66343,PROD83592,2024-03-17 11:56:42,9,55.22
GWDTOH0100,CUST37040,PROD56457,2024-08-14 02:32:29,6,64.21
QGLYYZ2MHP,CUST99448,PROD17128,2024-03-16 17:10:42,8,634.89
NXNB7HO6N0,CUST77874,PROD22276,2024-07-06 19:01:28,2,641.12
6VOPL0ZL5F,CUST80231,PROD43781,2024-09-05 07:56:31,8,742.24
SYYSX9U8DJ,CUST99401,PROD87433,2024-01-06 18:43:09,2,734.75
27FQNTFWT9,CUST63804,PROD20729,2024-05-13 18:50:38,4,958.99
HHFQZEYVKE,CUST49518,PROD94413,2024-04-08 19:41:54,2,827.34
2P7RIIW14I,CUST32792,PROD02436,2024-04-06 05:49:43,4,686.04
PXGA8Q24NK,CUST63355,PROD52803,2024-08-09 13:44:36,3,972.22
ORZT6GLSNX,CUST90726,PROD09951,2024-02-16 15:23:32,5,949.89
F12P76OYQZ,CUST60514,PROD68757,2024-03-11 17:38:05,8,453.89
J57S0JQLHZ,CUST08207,PROD58312,2024-03-26 15:46:42,9,294.26
1QEG8BDR7S,CUST34818,PROD85947,2024-08-30 13:22:36,1,483.24
TX74T6CQ4A,CUST09195,PROD77576,2024-09-22 07:48:03,2,20.37
FE52XZXMD2,CUST93099,PROD86509,2024-06-09 06:21:50,5,851.72
QX2NWQ3AU0,CUST30766,PROD90705,2024-05-30 06:43:07,10,531.69
CYZQ134OT1,CUST13550,PROD17778,2024-08-28 14:28:12,6,136.31
NQRPV1RSYI,CUST16972,PROD30396,2024-02-22 00:46:32,7,696.69
K4AX4YIEAV,CUST34805,PROD07002,2024-08-10 20:55:30,9,254.27
U024ODCDXS,CUST82155,PROD24273,2023-12-26 21:09:56,5,21.58
GXWY4CZW2C,CUST02926,PROD85145,2024-05-13 22:02:31,1,168.12
86VLD0H4A5,CUST06856,PROD48637,2024-01-24 06:38:43,8,372.1
XUSMACO2L9,CUST70375,PROD85370,2024-07-25 00:40:54,5,836.45
ABWH7CV17D,CUST64704,PROD90500,2024-02-06 16:34:12,4,779.12
Z7LSY1RFQQ,CUST74865,PROD65775,2024-04-27 14:58:58,4,831.45
9L9Y9V15UD,CUST67771,PROD08282,2024-07-12 20:28:01,9,614.16
74KGNBOYE0,CUST20188,PROD23117,2023-12-20 19:09:11,7,932.27
KESSY4ROHG,CUST14505,PROD50772,2024-03-26 15:15:35,9,442.37
CG5PX6WXGM,CUST76086,PROD46854,2024-03-09 08:06:30,6,482.15
ISGP0GW95K,CUST77427,PROD99747,2024-07-22 03:31:19,2,234.42
5Y9KL2EWBP,CUST29155,PROD48053,2024-07-14 15:18:59,10,377.97
44HF929IK9,CUST95388,PROD09651,2024-09-11 17:56:26,8,958.17
VXEQU67CNL,CUST92379,PROD28154,2024-10-05 05:44:55,4,766.94
LBDKO8ZYKR,CUST63057,PROD54570,2024-05-23 14:59:51,2,653.06
CRGZDFD9UX,CUST11652,PROD37607,2024-05-29 09:11:05,4,403.73
IRTMCJVCHZ,CUST16020,PROD21504,2024-05-21 11:45:59,1,678.63
EVR33J4WBJ,CUST27004,PROD66315,2024-01-23 05:57:10,1,449.12
SN078OM0HY,CUST58219,PROD67988,2024-02-25 11:01:35,9,460.74
WTLZHS8X60,CUST11039,PROD39460,2024-01-07 20:49:59,6,510.85
XLRYWZE4S2,CUST18923,PROD93586,2024-10-06 16:00:25,7,128.36
CYCHYO311U,CUST64756,PROD86824,2024-02-06 16:18:37,6,584.48
XRKY6VCVSF,CUST40173,PROD50206,2023-12-06 22:07:24,2,425.62
J4LZL7RNXG,CUST30733,PROD85102,2024-01-01 12:48:57,9,846.46
FC3FADMDKN,CUST07518,PROD18644,2023-12-17 06:22:40,7,80.77
2QWU7IOIJT,CUST73816,PROD46959,2024-08-25 03:05:57,1,264.69
KBL0HO3K8V,CUST99647,PROD85519,2024-10-27 09:48:55,3,338.97
TVP4Y7T7LQ,CUST31444,PROD45868,2024-03-03 08:33:51,2,49.61
4IJGE7N8Z9,CUST50170,PROD74489,2024-11-08 11:07:17,1,381.37
ODRGR1ORR9,CUST68996,PROD10957,2024-08-25 02:39:58,5,914.7
C4DI7RH01A,CUST90013,PROD83669,2024-05-26 15:36:41,5,770.78
29AVWLP57Y,CUST46929,PROD59798,2024-03-18 18:25:08,6,248.7
0T0LHWMS1C,CUST64433,PROD97986,2024-07-15 16:37:42,4,899.62
838BRO02FQ,CUST87870,PROD34986,2023-12-18 02:51:20,8,598.79
NE0HFTK4H7,CUST29275,PROD70509,2024-08-15 03:18:05,3,336.55
FHE5JGEP7H,CUST89725,PROD67347,2024-11-07 04:22:09,1,923.24
4MKVYDOEGQ,CUST43619,PROD32333,2024-02-24 00:51:55,5,773.04
GOJYT54TEK,CUST31031,PROD84418,2024-11-11 11:51:35,3,622.32
HWK87YXELT,CUST13438,PROD81672,2024-08-28 08:43:36,4,370.84
DR784589UJ,CUST47856,PROD83090,2024-11-02 00:00:42,2,645.95
O2RMNZR66F,CUST97359,PROD20531,2023-11-27 23:57:08,5,834.5
57J622SDGE,CUST46781,PROD02995,2024-01-16 17:12:30,2,10.64
DA0IMRFRWN,CUST46286,PROD03513,2024-08-12 10:21:51,5,595.09
5WS0LDE4TN,CUST64544,PROD24097,2024-02-19 22:28:48,7,923.56
99PCXPJD62,CUST75859,PROD52653,2024-05-20 01:11:03,9,264.17
D6AFWQ1SC9,CUST65184,PROD07950,2023-12-16 11:18:29,7,250.12
S4YE8A5XZ7,CUST77357,PROD01054,2024-02-11 08:53:11,3,480.52
P9YUG85OYF,CUST51867,PROD86954,2024-04-21 20:43:51,6,250.44
AD4BO1S3IA,CUST10563,PROD85619,2024-06-23 21:47:01,3,153.77
LKCGPDAOSO,CUST49474,PROD19935,2024-08-17 02:46:15,9,140.36
G9RP0V79R2,CUST39573,PROD96458,2024-08-22 16:14:40,10,374.62
O6CUGS16EU,CUST15654,PROD74320,2023-12-05 00:48:39,9,419.77
W55CQ7SYZE,CUST83680,PROD09003,2024-05-04 13:53:04,7,673.28
28NHLGT8YC,CUST92918,PROD55922,2024-03-24 15:11:54,4,967.37
YKNZBLGFHP,CUST77760,PROD90714,2024-07-19 11:50:41,7,254.78
3ETFQ9I12P,CUST33877,PROD09633,2024-04-21 07:01:31,8,394.57
VJWMWFPMG7,CUST68049,PROD32981,2024-03-12 01:49:18,2,785.75
JM6OO8AGCS,CUST13381,PROD72295,2024-05-22 08:23:16,10,456.67
